"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"71339","HAMBURG, LA","G",31,"G",295,"G",1240,6,"HAMBURG","LA","AVOYELLES PARISH"
"71340","HARRISONBURG, LA","H",279,"G",2489,"G",10865,22,"HARRISONBURG","LA","CATAHOULA PARISH"
"71341","HESSMER, LA","G",262,"G",1550,"G",6416,35,"HESSMER","LA","AVOYELLES PARISH"
"71342","JENA, LA","G",2254,"H",18990,"H",74918,224,"JENA","LA","LASALLE PARISH"
"71343","JONESVILLE, LA","G",1067,"G",7573,"G",30627,146,"JONESVILLE","LA","CATAHOULA PARISH"
"71345","LEBEAU, LA","J",14,"H",49,"H",194,3,"LEBEAU","LA","ST. LANDRY PARISH"
"71346","LECOMPTE, LA","G",300,"G",3360,"G",14318,41,"LECOMPTE","LA","RAPIDES PARISH"
"71350","MANSURA, LA","G",1265,"G",8406,"G",36312,83,"MANSURA","LA","AVOYELLES PARISH"
"71351","MARKSVILLE, LA","H",3324,"H",37364,"H",115160,268,"MARKSVILLE","LA","AVOYELLES PARISH"
"71353","MELVILLE, LA","H",459,"H",2158,"H",9201,10,"MELVILLE","LA","ST. LANDRY PARISH"
"71354","MONTEREY, LA","H",110,"H",1210,"H",4256,22,"MONTEREY","LA","CONCORDIA PARISH"
"71355","MOREAUVILLE, LA","J",122,"H",837,"H",3347,22,"MOREAUVILLE","LA","AVOYELLES PARISH"
"71356","MORROW, LA","J",99,"H",847,"H",3285,6,"MORROW","LA","ST. LANDRY PARISH"
"71357","NEWELLTON, LA","G",105,"H",863,"H",3640,21,"NEWELLTON","LA","TENSAS PARISH"
"71358","PALMETTO, LA","G",141,"G",1148,"G",4839,14,"PALMETTO","LA","ST. LANDRY PARISH"
"71360","PINEVILLE, LA","G",10720,"G",142727,"G",519586,648,"PINEVILLE","LA","RAPIDES PARISH"
"71361","PINEVILLE, LA","G",136,"H",1590,"H",4379,7,"PINEVILLE","LA","RAPIDES PARISH"
"71362","PLAUCHEVILLE, LA","J",124,"G",672,"G",3013,25,"PLAUCHEVILLE","LA","AVOYELLES PARISH"
"71363","RHINEHART, LA","G",4,"J",53,"J",204,3,"RHINEHART","LA","CATAHOULA PARISH"
"71366","SAINT JOSEPH, LA","H",259,"G",1910,"G",8833,36,"SAINT JOSEPH","LA","TENSAS PARISH"
"71367","SAINT LANDRY, LA","J",16,"G",300,"G",806,7,"SAINT LANDRY","LA","EVANGELINE PARISH"
"71368","SICILY ISLAND, LA","G",124,"G",1095,"G",4592,14,"SICILY ISLAND","LA","CATAHOULA PARISH"
"71369","SIMMESPORT, LA","H",377,"H",2804,"H",11337,29,"SIMMESPORT","LA","AVOYELLES PARISH"
"71371","TROUT, LA","J",341,"H",4889,"H",20163,45,"TROUT","LA","LASALLE PARISH"
"71373","VIDALIA, LA","G",1756,"G",15669,"G",60848,160,"VIDALIA","LA","CONCORDIA PARISH"
"71375","WATERPROOF, LA","J",24,"H",236,"H",781,7,"WATERPROOF","LA","TENSAS PARISH"
"71378","WISNER, LA","J",408,"J",2124,"J",9039,26,"WISNER","LA","FRANKLIN PARISH"
"71401","AIMWELL, LA","J",14,"G",108,"G",521,4,"AIMWELL","LA","CATAHOULA PARISH"
"71403","ANACOCO, LA","G",110,"H",755,"G",3477,28,"ANACOCO","LA","VERNON PARISH"
"71404","ATLANTA, LA","H",24,"H",192,"H",801,6,"ATLANTA","LA","WINN PARISH"
"71405","BALL, LA","H",924,"H",6621,"G",29366,82,"BALL","LA","RAPIDES PARISH"
"71407","BENTLEY, LA","J",56,"J",561,"H",2314,6,"BENTLEY","LA","GRANT PARISH"
"71409","BOYCE, LA","H",1264,"G",9702,"G",39950,72,"BOYCE","LA","RAPIDES PARISH"
"71411","CAMPTI, LA","J",595,"J",12812,"J",52398,27,"CAMPTI","LA","NATCHITOCHES PARISH"
"71414","CLARENCE, LA","H",39,"J",348,"J",1562,3,"CLARENCE","LA","NATCHITOCHES PARISH"
"71416","CLOUTIERVILLE, LA","H",68,"J",573,"J",2304,6,"CLOUTIERVILLE","LA","NATCHITOCHES PARISH"
"71417","COLFAX, LA","G",553,"G",4333,"G",16746,45,"COLFAX","LA","GRANT PARISH"
"71418","COLUMBIA, LA","G",1473,"G",11343,"G",51895,138,"COLUMBIA","LA","CALDWELL PARISH"
"71419","CONVERSE, LA","J",155,"J",1543,"H",6445,19,"CONVERSE","LA","SABINE PARISH"
"71422","DODSON, LA","J",476,"J",7662,"J",30781,22,"DODSON","LA","WINN PARISH"
"71423","DRY PRONG, LA","H",519,"G",4300,"G",18226,50,"DRY PRONG","LA","GRANT PARISH"
"71424","ELMER, LA","H",23,"G",212,"G",813,9,"ELMER","LA","RAPIDES PARISH"
"71427","FLATWOODS, LA","J",8,"H",45,"G",207,3,"FLATWOODS","LA","RAPIDES PARISH"
"71429","FLORIEN, LA","H",589,"J",7985,"J",27657,48,"FLORIEN","LA","SABINE PARISH"
"71430","FOREST HILL, LA","G",208,"G",1457,"G",6338,30,"FOREST HILL","LA","RAPIDES PARISH"
"71432","GEORGETOWN, LA","G",57,"G",430,"G",1895,15,"GEORGETOWN","LA","GRANT PARISH"
"71433","GLENMORA, LA","G",181,"G",1191,"G",4480,32,"GLENMORA","LA","RAPIDES PARISH"
"71435","GRAYSON, LA","G",134,"G",1164,"H",5940,26,"GRAYSON","LA","CALDWELL PARISH"
"71438","HINESTON, LA","J",133,"H",704,"H",2997,17,"HINESTON","LA","RAPIDES PARISH"
"71439","HORNBECK, LA","J",43,"J",703,"J",2129,12,"HORNBECK","LA","VERNON PARISH"
"71440","JOYCE, LA","J",170,"J",2666,"J",9969,4,"JOYCE","LA","WINN PARISH"
"71441","KELLY, LA","J",13,"H",70,"H",315,6,"KELLY","LA","CALDWELL PARISH"
"71446","LEESVILLE, LA","G",5047,"G",38351,"G",158831,454,"LEESVILLE","LA","VERNON PARISH"
"71447","LENA, LA","J",1180,"H",20112,"H",73084,11,"LENA","LA","RAPIDES PARISH"
"71449","MANY, LA","H",2270,"G",17401,"G",74833,271,"MANY","LA","SABINE PARISH"
"71450","MARTHAVILLE, LA","J",36,"G",313,"G",1382,17,"MARTHAVILLE","LA","NATCHITOCHES PARISH"
"71454","MONTGOMERY, LA","H",70,"H",480,"H",2695,21,"MONTGOMERY","LA","GRANT PARISH"
"71456","NATCHEZ, LA","H",44,"H",158,"H",619,10,"NATCHEZ","LA","NATCHITOCHES PARISH"
"71457","NATCHITOCHES, LA","G",9514,"G",80808,"G",338110,668,"NATCHITOCHES","LA","NATCHITOCHES PARISH"
"71458","NATCHITOCHES, LA","H",83,"G",448,"G",2000,11,"NATCHITOCHES","LA","NATCHITOCHES PARISH"
"71459","FORT POLK, LA","H",1417,"H",21729,"H",84843,67,"FORT POLK","LA","VERNON PARISH"
"71461","NEW LLANO, LA","G",207,"H",1340,"H",6209,16,"NEW LLANO","LA","VERNON PARISH"
"71462","NOBLE, LA","G",64,"H",774,"H",2666,24,"NOBLE","LA","SABINE PARISH"
"71463","OAKDALE, LA","G",1971,"H",21035,"H",81227,138,"OAKDALE","LA","ALLEN PARISH"
"71465","OLLA, LA","H",798,"H",8239,"H",36593,53,"OLLA","LA","LASALLE PARISH"
"71467","POLLOCK, LA","J",574,"J",5219,"J",22165,40,"POLLOCK","LA","GRANT PARISH"
"71468","PROVENCAL, LA","H",64,"G",320,"G",1540,11,"PROVENCAL","LA","NATCHITOCHES PARISH"
"71469","ROBELINE, LA","G",337,"G",3951,"G",15968,27,"ROBELINE","LA","NATCHITOCHES PARISH"
"71472","SIEPER, LA","J",13,"J",100,"J",345,3,"SIEPER","LA","RAPIDES PARISH"
"71474","SIMPSON, LA","J",28,"G",156,"G",698,8,"SIMPSON","LA","VERNON PARISH"
"71475","SLAGLE, LA","J",26,"J",63,"J",297,3,"SLAGLE","LA","VERNON PARISH"
"71477","TIOGA, LA","H",77,"G",542,"G",2323,14,"TIOGA","LA","RAPIDES PARISH"
"71479","TULLOS, LA","G",139,"G",1764,"G",6555,17,"TULLOS","LA","LASALLE PARISH"
"71480","URANIA, LA","J",109,"J",1750,"J",6726,7,"URANIA","LA","LASALLE PARISH"
"71483","WINNFIELD, LA","G",2986,"G",26685,"G",111197,229,"WINNFIELD","LA","WINN PARISH"
"71485","WOODWORTH, LA","G",218,"G",1778,"G",8049,40,"WOODWORTH","LA","RAPIDES PARISH"
"71486","ZWOLLE, LA","H",1039,"H",13019,"H",50839,75,"ZWOLLE","LA","SABINE PARISH"
"71496","LEESVILLE, LA","J",71,"H",594,"H",2440,10,"LEESVILLE","LA","VERNON PARISH"
"71497","NATCHITOCHES, LA","J",114,"J",403,"J",1596,4,"NATCHITOCHES","LA","NATCHITOCHES PARISH"
"71601","PINE BLUFF, AR","G",6633,"G",73309,"G",291157,373,"PINE BLUFF","AR","JEFFERSON"
"71602","WHITE HALL, AR","G",5619,"G",54715,"G",219644,302,"WHITE HALL","AR","JEFFERSON"
"71603","PINE BLUFF, AR","H",6263,"H",56528,"H",234138,452,"PINE BLUFF","AR","JEFFERSON"
"71611","PINE BLUFF, AR","H",206,"H",3266,"H",12064,24,"PINE BLUFF","AR","JEFFERSON"
"71612","WHITE HALL, AR","J",36,"J",147,"J",798,6,"WHITE HALL","AR","JEFFERSON"
"71613","PINE BLUFF, AR","J",55,"J",626,"J",2487,12,"PINE BLUFF","AR","JEFFERSON"
"71630","ARKANSAS CITY, AR","J",367,"J",9897,"J",38003,10,"ARKANSAS CITY","AR","DESHA"
"71631","BANKS, AR","J",7,"G",103,"G",532,5,"BANKS","AR","BRADLEY"
"71635","CROSSETT, AR","G",3450,"H",43882,"H",167563,236,"CROSSETT","AR","ASHLEY"
"71638","DERMOTT, AR","G",385,"G",2995,"H",14375,39,"DERMOTT","AR","CHICOT"
"71639","DUMAS, AR","G",1744,"G",13687,"G",55332,150,"DUMAS","AR","DESHA"
"71640","EUDORA, AR","H",371,"H",3403,"H",16060,42,"EUDORA","AR","CHICOT"
"71643","GOULD, AR","J",100,"J",1332,"J",5401,9,"GOULD","AR","LINCOLN"
"71644","GRADY, AR","G",59,"G",726,"H",2371,8,"GRADY","AR","LINCOLN"
"71646","HAMBURG, AR","G",737,"G",6717,"G",26184,102,"HAMBURG","AR","ASHLEY"
"71647","HERMITAGE, AR","H",168,"H",1316,"G",5474,28,"HERMITAGE","AR","BRADLEY"
"71652","KINGSLAND, AR","H",49,"H",244,"H",1045,9,"KINGSLAND","AR","CLEVELAND"
"71653","LAKE VILLAGE, AR","G",1062,"G",9140,"G",38447,127,"LAKE VILLAGE","AR","CHICOT"
"71654","MC GEHEE, AR","G",1236,"G",9642,"G",41684,131,"MC GEHEE","AR","DESHA"
"71655","MONTICELLO, AR","G",4450,"G",37496,"G",152143,355,"MONTICELLO","AR","DREW"
"71656","MONTICELLO, AR","J",40,"J",346,"J",1299,3,"MONTICELLO","AR","DREW"
"71657","MONTICELLO, AR","J",248,"H",1753,"H",9369,14,"MONTICELLO","AR","DREW"
"71658","MONTROSE, AR","J",39,"J",545,"J",2604,4,"MONTROSE","AR","ASHLEY"
"71660","NEW EDINBURG, AR","G",19,"H",113,"H",480,6,"NEW EDINBURG","AR","CLEVELAND"
"71661","PARKDALE, AR","H",23,"G",219,"G",1410,3,"PARKDALE","AR","ASHLEY"
"71663","PORTLAND, AR","H",153,"J",2384,"H",7479,15,"PORTLAND","AR","ASHLEY"
"71665","RISON, AR","H",560,"G",3919,"G",14447,49,"RISON","AR","CLEVELAND"
"71667","STAR CITY, AR","G",1079,"H",9454,"G",41213,123,"STAR CITY","AR","LINCOLN"
"71670","TILLAR, AR","J",67,"J",661,"J",3209,10,"TILLAR","AR","DESHA"
"71671","WARREN, AR","G",2219,"G",19244,"G",79019,215,"WARREN","AR","BRADLEY"
"71674","WATSON, AR","J",12,"H",74,"H",320,6,"WATSON","AR","DESHA"
"71675","WILMAR, AR","H",149,"J",1705,"J",7355,18,"WILMAR","AR","DREW"
"71676","WILMOT, AR","J",72,"J",665,"J",3664,6,"WILMOT","AR","ASHLEY"
"71677","WINCHESTER, AR","G",7,"G",53,"G",281,3,"WINCHESTER","AR","DREW"
"71701","CAMDEN, AR","G",6106,"G",68577,"G",278624,411,"CAMDEN","AR","OUACHITA"
"71711","CAMDEN, AR","G",809,"H",11250,"H",43366,16,"CAMDEN","AR","OUACHITA"
"71720","BEARDEN, AR","J",406,"J",4637,"J",19411,25,"BEARDEN","AR","OUACHITA"
"71724","CALION, AR","J",37,"J",397,"J",1945,4,"CALION","AR","UNION"
"71725","CARTHAGE, AR","J",122,"J",1782,"J",6246,4,"CARTHAGE","AR","DALLAS"
"71726","CHIDESTER, AR","J",9,"H",47,"G",207,6,"CHIDESTER","AR","OUACHITA"
"71730","EL DORADO, AR","G",13665,"H",232379,"G",749193,886,"EL DORADO","AR","UNION"
"71731","EL DORADO, AR","J",1059,"J",15711,"J",66367,20,"EL DORADO","AR","UNION"
"71740","EMERSON, AR","J",289,"J",4969,"J",18615,13,"EMERSON","AR","COLUMBIA"
"71742","FORDYCE, AR","H",1852,"G",15827,"G",65841,144,"FORDYCE","AR","DALLAS"
"71743","GURDON, AR","H",970,"J",13197,"J",51975,55,"GURDON","AR","CLARK"
"71744","HAMPTON, AR","H",331,"H",3394,"H",14792,42,"HAMPTON","AR","CALHOUN"
"71745","HARRELL, AR","J",33,"J",275,"J",1044,4,"HARRELL","AR","CALHOUN"
"71747","HUTTIG, AR","J",118,"J",1503,"J",6696,3,"HUTTIG","AR","UNION"
"71749","JUNCTION CITY, AR","H",90,"H",528,"G",2461,17,"JUNCTION CITY","AR","UNION"
"71750","LAWSON, AR","G",15,"H",96,"H",284,4,"LAWSON","AR","UNION"
"71751","LOUANN, AR","J",11,"J",71,"H",431,6,"LOUANN","AR","OUACHITA"
"71752","MC NEIL, AR","J",11,"G",60,"G",218,5,"MC NEIL","AR","COLUMBIA"
"71753","MAGNOLIA, AR","G",6221,"G",57557,"G",236910,437,"MAGNOLIA","AR","COLUMBIA"
"71754","MAGNOLIA, AR","G",286,"G",2355,"H",12207,24,"MAGNOLIA","AR","COLUMBIA"
"71758","MOUNT HOLLY, AR","H",90,"J",916,"J",3676,10,"MOUNT HOLLY","AR","UNION"
"71759","NORPHLET, AR","H",24,"H",240,"H",961,6,"NORPHLET","AR","UNION"
"71762","SMACKOVER, AR","H",592,"H",7719,"H",32136,76,"SMACKOVER","AR","UNION"
"71763","SPARKMAN, AR","G",245,"G",2064,"G",10524,27,"SPARKMAN","AR","DALLAS"
"71764","STEPHENS, AR","J",169,"H",1083,"H",9052,28,"STEPHENS","AR","OUACHITA"
"71765","STRONG, AR","H",196,"H",1434,"H",6561,26,"STRONG","AR","UNION"
"71770","WALDO, AR","H",262,"J",3395,"J",13720,22,"WALDO","AR","COLUMBIA"
"71801","HOPE, AR","H",5214,"H",44007,"H",180105,318,"HOPE","AR","HEMPSTEAD"
"71802","HOPE, AR","J",384,"J",2719,"J",12198,26,"HOPE","AR","HEMPSTEAD"
"71822","ASHDOWN, AR","G",2274,"H",41337,"H",147058,135,"ASHDOWN","AR","LITTLE RIVER"
"71825","BLEVINS, AR","J",9,"H",66,"H",243,3,"BLEVINS","AR","HEMPSTEAD"
"71826","BRADLEY, AR","G",100,"G",980,"G",4047,23,"BRADLEY","AR","LAFAYETTE"
"71827","BUCKNER, AR","J",4,"J",27,"J",129,4,"BUCKNER","AR","LAFAYETTE"
"71832","DE QUEEN, AR","H",3262,"H",27368,"H",112272,203,"DE QUEEN","AR","SEVIER"
"71833","DIERKS, AR","J",712,"J",9251,"J",37201,41,"DIERKS","AR","HOWARD"
"71834","DODDRIDGE, AR","H",357,"J",3588,"J",14952,18,"DODDRIDGE","AR","MILLER"
"71835","EMMET, AR","H",101,"G",1138,"G",4362,10,"EMMET","AR","NEVADA"
"71836","FOREMAN, AR","G",317,"H",5636,"H",21096,29,"FOREMAN","AR","LITTLE RIVER"
"71837","FOUKE, AR","G",238,"G",2827,"G",9731,47,"FOUKE","AR","MILLER"
"71838","FULTON, AR","J",157,"J",5062,"J",15336,10,"FULTON","AR","HEMPSTEAD"
"71839","GARLAND CITY, AR","J",18,"J",55,"J",218,3,"GARLAND CITY","AR","MILLER"
"71840","GENOA, AR","G",8,"J",31,"G",121,3,"GENOA","AR","MILLER"
"71841","GILLHAM, AR","J",545,"J",3855,"J",13989,4,"GILLHAM","AR","SEVIER"
"71842","HORATIO, AR","G",127,"G",1143,"G",4917,15,"HORATIO","AR","SEVIER"
"71845","LEWISVILLE, AR","G",212,"G",1944,"G",8070,31,"LEWISVILLE","AR","LAFAYETTE"
"71846","LOCKESBURG, AR","H",227,"G",1745,"G",8121,30,"LOCKESBURG","AR","SEVIER"
"71847","MC CASKILL, AR","J",8,"G",37,"G",222,3,"MC CASKILL","AR","HEMPSTEAD"
"71851","MINERAL SPRINGS, AR","H",126,"H",812,"H",3262,15,"MINERAL SPRINGS","AR","HOWARD"
"71852","NASHVILLE, AR","G",4786,"G",43836,"G",172184,201,"NASHVILLE","AR","HOWARD"
"71854","TEXARKANA, AR","G",11161,"H",120462,"G",432235,623,"TEXARKANA","AR","MILLER"
"71857","PRESCOTT, AR","H",1815,"H",16920,"H",68870,95,"PRESCOTT","AR","NEVADA"
"71858","ROSSTON, AR","G",35,"G",219,"G",883,13,"ROSSTON","AR","NEVADA"
"71859","SARATOGA, AR","G",15,"H",94,"H",350,4,"SARATOGA","AR","HOWARD"
"71860","STAMPS, AR","G",355,"G",2650,"G",12533,46,"STAMPS","AR","LAFAYETTE"
"71861","TAYLOR, AR","H",165,"H",1363,"H",5370,21,"TAYLOR","AR","COLUMBIA"
"71862","WASHINGTON, AR","G",10,"H",30,"H",110,4,"WASHINGTON","AR","HEMPSTEAD"
"71866","WINTHROP, AR","H",23,"H",213,"H",998,4,"WINTHROP","AR","LITTLE RIVER"
"71901","HOT SPRINGS NATIONAL PARK, AR","G",12508,"G",109551,"G",423834,898,"HOT SPRINGS NATIONAL PARK","AR","GARLAND"
"71902","HOT SPRINGS NATIONAL PARK, AR","H",230,"G",1489,"G",5782,18,"HOT SPRINGS NATIONAL PARK","AR","GARLAND"
"71903","HOT SPRINGS NATIONAL PARK, AR","H",1366,"H",15105,"H",58113,25,"HOT SPRINGS NATIONAL PARK","AR","GARLAND"
"71909","HOT SPRINGS VILLAGE, AR","G",2565,"G",17930,"G",74224,284,"HOT SPRINGS VILLAGE","AR","GARLAND"
"71910","HOT SPRINGS VILLAGE, AR","G",29,"H",216,"G",1096,5,"HOT SPRINGS VILLAGE","AR","GARLAND"
"71913","HOT SPRINGS NATIONAL PARK, AR","G",17038,"G",144906,"G",608173,1422,"HOT SPRINGS NATIONAL PARK","AR","GARLAND"
"71914","HOT SPRINGS NATIONAL PARK, AR","J",89,"J",512,"J",2228,7,"HOT SPRINGS NATIONAL PARK","AR","GARLAND"
"71921","AMITY, AR","G",361,"G",3027,"G",12414,51,"AMITY","AR","CLARK"
"71922","ANTOINE, AR","H",51,"H",438,"H",1877,5,"ANTOINE","AR","PIKE"
"71923","ARKADELPHIA, AR","G",5090,"G",44692,"G",180151,407,"ARKADELPHIA","AR","CLARK"
"71929","BISMARCK, AR","G",138,"G",968,"H",4452,50,"BISMARCK","AR","HOT SPRING"
"71933","BONNERDALE, AR","H",48,"G",298,"G",1221,14,"BONNERDALE","AR","HOT SPRING"
"71935","CADDO GAP, AR","J",13,"J",85,"H",406,6,"CADDO GAP","AR","MONTGOMERY"
"71937","COVE, AR","H",87,"H",858,"H",3363,16,"COVE","AR","POLK"
"71940","DELIGHT, AR","H",95,"G",759,"G",3551,24,"DELIGHT","AR","PIKE"
"71941","DONALDSON, AR","J",42,"G",317,"H",1258,18,"DONALDSON","AR","HOT SPRING"
"71943","GLENWOOD, AR","H",1161,"G",9923,"G",46184,111,"GLENWOOD","AR","PIKE"
"71944","GRANNIS, AR","J",394,"J",4765,"J",19193,7,"GRANNIS","AR","POLK"
"71945","HATFIELD, AR","J",202,"J",1306,"J",5823,25,"HATFIELD","AR","POLK"
"71949","JESSIEVILLE, AR","G",114,"G",785,"H",3393,29,"JESSIEVILLE","AR","GARLAND"
"71950","KIRBY, AR","J",53,"G",260,"G",1345,13,"KIRBY","AR","PIKE"
"71953","MENA, AR","G",4090,"G",31428,"G",133225,360,"MENA","AR","POLK"
"71956","MOUNTAIN PINE, AR","G",113,"H",852,"H",3905,10,"MOUNTAIN PINE","AR","GARLAND"
"71957","MOUNT IDA, AR","H",626,"H",4472,"H",20478,85,"MOUNT IDA","AR","MONTGOMERY"
"71958","MURFREESBORO, AR","G",390,"G",2782,"G",11840,52,"MURFREESBORO","AR","PIKE"
"71959","NEWHOPE, AR","J",14,"H",145,"H",708,9,"NEWHOPE","AR","PIKE"
"71960","NORMAN, AR","H",69,"H",622,"H",2514,12,"NORMAN","AR","MONTGOMERY"
"71961","ODEN, AR","H",20,"H",65,"H",438,6,"ODEN","AR","MONTGOMERY"
"71962","OKOLONA, AR","J",24,"H",208,"H",881,6,"OKOLONA","AR","CLARK"
"71964","PEARCY, AR","H",450,"H",2876,"H",11612,55,"PEARCY","AR","GARLAND"
"71965","PENCIL BLUFF, AR","J",10,"H",35,"G",173,4,"PENCIL BLUFF","AR","MONTGOMERY"
"71968","ROYAL, AR","H",726,"H",7164,"H",32043,77,"ROYAL","AR","GARLAND"
"71970","STORY, AR","J",12,"G",106,"H",428,6,"STORY","AR","MONTGOMERY"
"71971","UMPIRE, AR","J",78,"J",1147,"J",3724,6,"UMPIRE","AR","HOWARD"
"71972","VANDERVOORT, AR","J",18,"J",175,"J",634,3,"VANDERVOORT","AR","POLK"
"71973","WICKES, AR","H",114,"J",1206,"H",7253,12,"WICKES","AR","POLK"
"71998","ARKADELPHIA, AR","J",91,"J",227,"J",1051,3,"ARKADELPHIA","AR","CLARK"
"71999","ARKADELPHIA, AR","H",197,"H",1169,"G",4466,11,"ARKADELPHIA","AR","CLARK"
"72001","ADONA, AR","H",47,"H",1188,"H",4096,6,"ADONA","AR","PERRY"
"72002","ALEXANDER, AR","G",1401,"G",17103,"G",71907,198,"ALEXANDER","AR","SALINE"
"72003","ALMYRA, AR","G",54,"G",414,"G",1607,12,"ALMYRA","AR","ARKANSAS"
"72004","ALTHEIMER, AR","H",144,"J",1414,"H",6590,18,"ALTHEIMER","AR","JEFFERSON"
"72006","AUGUSTA, AR","H",1089,"H",16062,"H",62297,51,"AUGUSTA","AR","WOODRUFF"
"72007","AUSTIN, AR","H",247,"H",1089,"G",5367,65,"AUSTIN","AR","LONOKE"
"72010","BALD KNOB, AR","G",640,"G",4092,"G",18541,89,"BALD KNOB","AR","WHITE"
"72011","BAUXITE, AR","G",547,"G",7038,"G",26782,43,"BAUXITE","AR","SALINE"
"72012","BEEBE, AR","G",2110,"G",15325,"G",65312,239,"BEEBE","AR","WHITE"
"72013","BEE BRANCH, AR","H",68,"G",804,"G",3805,20,"BEE BRANCH","AR","VAN BUREN"
"72014","BEEDEVILLE, AR","H",37,"J",134,"H",541,4,"BEEDEVILLE","AR","JACKSON"
"72015","BENTON, AR","G",9537,"G",83765,"G",329025,685,"BENTON","AR","SALINE"
"72016","BIGELOW, AR","J",277,"J",5716,"J",13281,28,"BIGELOW","AR","PERRY"
"72017","BISCOE, AR","J",16,"H",94,"H",334,5,"BISCOE","AR","PRAIRIE"
"72018","BENTON, AR","H",145,"H",1419,"H",6058,22,"BENTON","AR","SALINE"
"72019","BENTON, AR","G",3347,"G",25559,"G",111978,428,"BENTON","AR","SALINE"
"72020","BRADFORD, AR","H",130,"H",793,"H",3426,30,"BRADFORD","AR","WHITE"
"72021","BRINKLEY, AR","H",1240,"H",8802,"G",39848,123,"BRINKLEY","AR","MONROE"
"72022","BRYANT, AR","G",6142,"G",47021,"G",201043,488,"BRYANT","AR","SALINE"
"72023","CABOT, AR","G",7512,"G",60573,"G",253010,684,"CABOT","AR","LONOKE"
"72024","CARLISLE, AR","G",602,"G",5546,"G",24166,65,"CARLISLE","AR","LONOKE"
"72025","CASA, AR","J",17,"J",92,"J",408,5,"CASA","AR","PERRY"
"72027","CENTER RIDGE, AR","J",38,"H",257,"G",1039,14,"CENTER RIDGE","AR","CONWAY"
"72029","CLARENDON, AR","G",356,"H",3586,"H",13575,39,"CLARENDON","AR","MONROE"
"72030","CLEVELAND, AR","J",20,"J",392,"J",1635,3,"CLEVELAND","AR","CONWAY"
"72031","CLINTON, AR","G",1902,"G",14169,"G",61670,182,"CLINTON","AR","VAN BUREN"
"72032","CONWAY, AR","G",21545,"G",235914,"G",901868,1209,"CONWAY","AR","FAULKNER"
"72033","CONWAY, AR","H",470,"H",4265,"H",16062,24,"CONWAY","AR","FAULKNER"
"72034","CONWAY, AR","G",9609,"G",82791,"G",337041,849,"CONWAY","AR","FAULKNER"
"72036","COTTON PLANT, AR","J",6,"J",39,"J",166,3,"COTTON PLANT","AR","WOODRUFF"
"72039","DAMASCUS, AR","G",531,"H",10486,"H",28138,42,"DAMASCUS","AR","VAN BUREN"
"72040","DES ARC, AR","H",455,"G",3353,"G",13706,56,"DES ARC","AR","PRAIRIE"
"72041","DE VALLS BLUFF, AR","H",58,"H",255,"H",1059,15,"DE VALLS BLUFF","AR","PRAIRIE"
"72042","DE WITT, AR","H",1981,"H",15569,"H",67938,121,"DE WITT","AR","ARKANSAS"
"72044","EDGEMONT, AR","J",118,"J",694,"J",2866,13,"EDGEMONT","AR","CLEBURNE"
"72045","EL PASO, AR","H",163,"H",1701,"H",7963,17,"EL PASO","AR","WHITE"
"72046","ENGLAND, AR","H",490,"G",4766,"H",20043,72,"ENGLAND","AR","LONOKE"
"72047","ENOLA, AR","H",34,"H",317,"H",1429,8,"ENOLA","AR","FAULKNER"
"72051","FOX, AR","G",13,"G",101,"G",395,5,"FOX","AR","STONE"
"72053","COLLEGE STATION, AR","J",28,"J",198,"J",604,5,"COLLEGE STATION","AR","PULASKI"
"72055","GILLETT, AR","H",92,"H",1265,"H",6388,11,"GILLETT","AR","ARKANSAS"
"72057","GRAPEVINE, AR","J",31,"H",369,"H",1568,6,"GRAPEVINE","AR","GRANT"
"72058","GREENBRIER, AR","G",2075,"G",17880,"G",75959,360,"GREENBRIER","AR","FAULKNER"
"72060","GRIFFITHVILLE, AR","G",4,"J",39,"J",235,4,"GRIFFITHVILLE","AR","WHITE"
"72061","GUY, AR","H",122,"H",1334,"H",5382,9,"GUY","AR","FAULKNER"
"72063","HATTIEVILLE, AR","G",55,"H",431,"H",1759,14,"HATTIEVILLE","AR","CONWAY"
"72064","HAZEN, AR","G",329,"G",2772,"G",11204,56,"HAZEN","AR","PRAIRIE"
"72065","HENSLEY, AR","G",388,"G",2719,"G",11374,65,"HENSLEY","AR","SALINE"
"72067","HIGDEN, AR","H",305,"H",1939,"H",9060,66,"HIGDEN","AR","CLEBURNE"
"72069","HOLLY GROVE, AR","G",53,"G",401,"G",2209,11,"HOLLY GROVE","AR","MONROE"
"72070","HOUSTON, AR","J",40,"J",229,"J",970,9,"HOUSTON","AR","PERRY"
"72072","HUMNOKE, AR","J",17,"J",241,"J",974,4,"HUMNOKE","AR","LONOKE"
"72073","HUMPHREY, AR","G",22,"G",232,"G",877,10,"HUMPHREY","AR","JEFFERSON"
"72074","HUNTER, AR","J",14,"J",146,"J",552,3,"HUNTER","AR","WOODRUFF"
"72076","JACKSONVILLE, AR","G",6530,"G",56210,"G",234415,524,"JACKSONVILLE","AR","PULASKI"
"72078","JACKSONVILLE, AR","J",86,"J",831,"J",3205,6,"JACKSONVILLE","AR","PULASKI"
"72079","JEFFERSON, AR","G",138,"G",1942,"G",8905,11,"JEFFERSON","AR","JEFFERSON"
